"","package_name","function_name"
"1932","base","rep"
"1933","base","rep.Date"
"1934","base","repeat"
"1935","base","rep.factor"
"1936","base","rep.int"
"1937","base","replace"
"1938","base","rep_len"
"1939","base","replicate"
"1940","base","rep.numeric_version"
"1941","base","rep.POSIXct"
"1942","base","rep.POSIXlt"
"1943","base","require"
"1944","base","requireNamespace"
"1945","base","restartDescription"
"1946","base","restartFormals"
"1947","base","retracemem"
"1948","base","return"
"1949","base","returnValue"
"1950","base","rev"
"1951","base","rev.default"
"1952","base","R.home"
"1953","base","rle"
"1954","base","rm"
"1955","base","RNGkind"
"1956","base","RNGversion"
"1957","base","round"
"1958","base","round.Date"
"1959","base","round.POSIXt"
"1960","base","row"
"1961","base","rowMeans"
"1962","base","rownames"
"1963","base","row.names"
"1964","base","row.names<-"
"1965","base","rownames<-"
"1966","base","row.names<-.data.frame"
"1967","base","row.names.data.frame"
"1968","base","row.names<-.default"
"1969","base","row.names.default"
"1970","base","rowsum"
"1971","base","rowsum.data.frame"
"1972","base","rowsum.default"
"1973","base","rowSums"
"1974","base","R_system_version"
"1975","base","R.Version"
"1976","base","sample"
"1977","base","sample.int"
"1978","base","sapply"
"1979","base","save"
"1980","base","save.image"
"1981","base","saveRDS"
"1982","base","scale"
"1983","base","scale.default"
"1984","base","scan"
"1985","base","search"
"1986","base","searchpaths"
"1987","base","seek"
"1988","base","seek.connection"
"1989","base","seq"
"1990","base","seq_along"
"1991","base","seq.Date"
"1992","base","seq.default"
"1993","base","seq.int"
"1994","base","seq_len"
"1995","base","seq.POSIXt"
"1996","base","sequence"
"1997","base","serialize"
"1998","base","setdiff"
"1999","base","setequal"
"2000","base","setHook"
"2001","base","setNamespaceInfo"
"2002","base","set.seed"
"2003","base","setSessionTimeLimit"
"2004","base","setTimeLimit"
"2005","base","setwd"
"2006","base","showConnections"
"2007","base","shQuote"
"2008","base","sign"
"2009","base","signalCondition"
"2010","base","signif"
"2011","base","simpleCondition"
"2012","base","simpleError"
"2013","base","[.simple.list"
"2014","base","simpleMessage"
"2015","base","simpleWarning"
"2016","base","simplify2array"
"2017","base","sin"
"2018","base","single"
"2019","base","sinh"
"2020","base","sink"
"2021","base","sink.number"
"2022","base","sinpi"
"2023","base","slice.index"
"2024","base","socketConnection"
"2025","base","socketSelect"
"2026","base","solve"
"2027","base","solve.default"
"2028","base","solve.qr"
"2029","base","sort"
"2030","base","sort.default"
"2031","base","sort.int"
"2032","base","sort.list"
"2033","base","sort.POSIXlt"
"2034","base","source"
"2035","base","split"
"2036","base","split<-"
"2037","base","split<-.data.frame"
"2038","base","split.data.frame"
"2039","base","split.Date"
"2040","base","split<-.default"
"2041","base","split.default"
"2042","base","split.POSIXct"
"2043","base","sprintf"
"2044","base","sqrt"
"2045","base","sQuote"
"2046","base","srcfile"
"2047","base","srcfilealias"
"2048","base","srcfilecopy"
"2049","base","srcref"
"2050","base","standardGeneric"
"2051","base","stderr"
"2052","base","stdin"
"2053","base","stdout"
"2054","base","stop"
"2055","base","stopifnot"
"2056","base","storage.mode"
"2057","base","storage.mode<-"
"2058","base","strftime"
"2059","base","strptime"
"2060","base","strsplit"
"2061","base","strtoi"
"2062","base","strtrim"
"2063","base","structure"
"2064","base","strwrap"
"2065","base","sub"
"2066","base","subset"
"2067","base","subset.data.frame"
"2068","base","subset.default"
"2069","base","subset.matrix"
"2070","base","substitute"
"2071","base","substr"
"2072","base","substr<-"
"2073","base","substring"
"2074","base","substring<-"
"2075","base","sum"
"2076","base","summary"
"2077","base","summary.connection"
"2078","base","summary.data.frame"
"2079","base","Summary.data.frame"
"2080","base","summary.Date"
"2081","base","Summary.Date"
"2082","base","summary.default"
"2083","base","Summary.difftime"
"2084","base","summary.factor"
"2085","base","Summary.factor"
"2086","base","summary.matrix"
"2087","base","Summary.numeric_version"
"2088","base","Summary.ordered"
"2089","base","summary.POSIXct"
"2090","base","Summary.POSIXct"
"2091","base","summary.POSIXlt"
"2092","base","Summary.POSIXlt"
"2093","base","summary.proc_time"
"2094","base","summary.srcfile"
"2095","base","summary.srcref"
"2096","base","summary.table"
"2097","base","suppressMessages"
"2098","base","suppressPackageStartupMessages"
"2099","base","suppressWarnings"
"2100","base","svd"
"2101","base","sweep"
"2102","base","switch"
"2103","base","sys.call"
"2104","base","sys.calls"
"2105","base","Sys.chmod"
"2106","base","Sys.Date"
"2107","base","sys.frame"
"2108","base","sys.frames"
"2109","base","sys.function"
"2110","base","Sys.getenv"
"2111","base","Sys.getlocale"
"2112","base","Sys.getpid"
"2113","base","Sys.glob"
"2114","base","Sys.info"
"2115","base","sys.load.image"
"2116","base","Sys.localeconv"
"2117","base","sys.nframe"
"2118","base","sys.on.exit"
"2119","base","sys.parent"
"2120","base","sys.parents"
"2121","base","Sys.readlink"
"2122","base","sys.save.image"
"2123","base","Sys.setenv"
"2124","base","Sys.setFileTime"
"2125","base","Sys.setlocale"
"2126","base","Sys.sleep"
"2127","base","sys.source"
"2128","base","sys.status"
"2129","base","system"
"2130","base","system2"
"2131","base","system.file"
"2132","base","system.time"
"2133","base","Sys.time"
"2134","base","Sys.timezone"
"2135","base","Sys.umask"
"2136","base","Sys.unsetenv"
"2137","base","Sys.which"
"2138","base","t"
"2139","base","table"
"2140","base","tabulate"
"2141","base","tan"
"2142","base","tanh"
"2143","base","tanpi"
"2144","base","tapply"
"2145","base","taskCallbackManager"
"2146","base","tcrossprod"
"2147","base","t.data.frame"
"2148","base","t.default"
"2149","base","tempdir"
"2150","base","tempfile"
"2151","base","testPlatformEquivalence"
"2152","base","textConnection"
"2153","base","textConnectionValue"
"2154","base","tolower"
"2155","base","topenv"
"2156","base","toString"
"2157","base","toString.default"
"2158","base","toupper"
"2159","base","trace"
"2160","base","traceback"
"2161","base","tracemem"
"2162","base","tracingState"
"2163","base","transform"
"2164","base","transform.data.frame"
"2165","base","transform.default"
"2166","base","trigamma"
"2167","base","trimws"
"2168","base","trunc"
"2169","base","truncate"
"2170","base","truncate.connection"
"2171","base","trunc.Date"
"2172","base","trunc.POSIXt"
"2173","base","try"
"2174","base","tryCatch"
"2175","base","typeof"
"2176","base","unclass"
"2177","base","undebug"
"2178","base","union"
"2179","base","unique"
"2180","base","unique.array"
"2181","base","unique.data.frame"
"2182","base","unique.default"
"2183","base","unique.matrix"
"2184","base","unique.numeric_version"
"2185","base","unique.POSIXlt"
"2186","base","unique.warnings"
"2187","base","units"
"2188","base","units<-"
"2189","base","units<-.difftime"
"2190","base","units.difftime"
"2191","base","unix.time"
"2192","base","unlink"
"2193","base","unlist"
"2194","base","unloadNamespace"
"2195","base","unlockBinding"
"2196","base","unname"
"2197","base","unserialize"
"2198","base","unsplit"
"2199","base","untrace"
"2200","base","untracemem"
"2201","base","unz"
"2202","base","upper.tri"
"2203","base","url"
"2204","base","UseMethod"
"2205","base","utf8ToInt"
"2206","base","vapply"
"2207","base","vector"
"2208","base","Vectorize"
"2209","base","warning"
"2210","base","warnings"
"2211","base","[.warnings"
"2212","base","weekdays"
"2213","base","weekdays.Date"
"2214","base","weekdays.POSIXt"
"2215","base","which"
"2216","base","which.max"
"2217","base","which.min"
"2218","base","while"
"2219","base","with"
"2220","base","withCallingHandlers"
"2221","base","with.default"
"2222","base","within"
"2223","base","within.data.frame"
"2224","base","within.list"
"2225","base","withRestarts"
"2226","base","withVisible"
"2227","base","write"
"2228","base","writeBin"
"2229","base","writeChar"
"2230","base","write.dcf"
"2231","base","writeLines"
"2232","base","%x%"
"2233","base","xor"
"2234","base","xor.hexmode"
"2235","base","xor.octmode"
"2236","base","xpdrows.data.frame"
"2237","base","xtfrm"
"2238","base","xtfrm.AsIs"
"2239","base","xtfrm.Date"
"2240","base","xtfrm.default"
"2241","base","xtfrm.difftime"
"2242","base","xtfrm.factor"
"2243","base","xtfrm.numeric_version"
"2244","base","xtfrm.POSIXct"
"2245","base","xtfrm.POSIXlt"
"2246","base","xtfrm.Surv"
"2247","base","xzfile"
"2248","base","zapsmall"
"2249","A3","a3"
"2250","A3","a3.base"
"2251","A3","a3.gen.autocor"
"2252","A3","a3.gen.bootstrap"
"2253","A3","a3.gen.default"
"2254","A3","a3.gen.normal"
"2255","A3","a3.gen.resample"
"2256","A3","a3.lm"
"2257","A3","a3.r2"
"2258","A3","plot.A3"
"2259","A3","plotPredictions"
"2260","A3","plotSlopes"
"2261","A3","print.A3"
"2262","A3","xtable.A3"
"2263","abc","abc"
"2264","abc","cv4abc"
"2265","abc","cv4postpr"
"2266","abc","expected.deviance"
"2267","abc","gfit"
"2268","abc","gfitpca"
"2269","abc","postpr"
"2270","ABCanalysis","ABCanalysis"
"2271","ABCanalysis","ABCanalysisPlot"
"2272","ABCanalysis","ABCcleanData"
"2273","ABCanalysis","ABCcurve"
"2274","ABCanalysis","ABCplot"
"2275","ABCanalysis","ABCRemoveSmallYields"
"2276","ABCanalysis","calculatedABCanalysis"
"2277","ABCoptim","abc_optim"
"2278","abcrf","abcrf"
"2279","abctools","AS.select"
"2280","abctools","AS.test"
"2281","abctools","combmat"
"2282","abctools","cov.mc"
"2283","abctools","cov.pi"
"2284","abctools","covstats.mc"
"2285","abctools","covstats.pi"
"2286","abctools","fillcomb"
"2287","abctools","mc.ci"
"2288","abctools","mincrit"
"2289","abctools","nn.ent"
"2290","abctools","rsse"
"2291","abctools","saABC"
"2292","abctools","selectsumm"
"2293","abctools","semiauto.abc"
"2294","abctools","sse"
"2295","abctools","stage2"
"2296","ada","ada"
"2297","ada","addtest"
"2298","ada","varplot"
"2299","aods3","AIC.aodml"
"2300","aods3","anova.aodml"
"2301","aods3","anova.aodql"
"2302","aods3","aodml"
"2303","aods3","aodql"
"2304","aods3","coef.aodml"
"2305","aods3","coef.aodql"
"2306","aods3","deviance.aodml"
"2307","aods3","deviance.aodql"
"2308","aods3","df.residual.aodml"
"2309","aods3","df.residual.aodql"
"2310","aods3","drs"
"2311","aods3","fitted.aodml"
"2312","aods3","fitted.aodql"
"2313","aods3","gof"
"2314","aods3","gof.default"
"2315","aods3","iccbin"
"2316","aods3","invlink"
"2317","aods3","link"
"2318","aods3","logLik.aodml"
"2319","aods3","logLik.aodql"
"2320","aods3","predict.aodml"
"2321","aods3","predict.aodql"
"2322","aods3","print.anova.aodml"
"2323","aods3","print.aodml"
"2324","aods3","print.aodql"
"2325","aods3","print.drs"
"2326","aods3","print.gof"
"2327","aods3","print.iccbin"
"2328","aods3","print.summary.aodml"
"2329","aods3","print.varbin"
"2330","aods3","print.wald.test"
"2331","aods3","residuals.aodml"
"2332","aods3","residuals.aodql"
"2333","aods3","splitbin"
"2334","aods3","summary.aodml"
"2335","aods3","summary.aodql"
"2336","aods3","varbin"
"2337","aods3","vcov.aodml"
"2338","aods3","vcov.aodql"
"2339","aods3","wald.test"
"2340","assertthat","are_equal"
"2341","assertthat","assert_that"
"2342","assertthat","%has_args%"
"2343","assertthat","has_args"
"2344","assertthat","%has_attr%"
"2345","assertthat","has_attr"
"2346","assertthat","has_extension"
"2347","assertthat","%has_name%"
"2348","assertthat","has_name"
"2349","assertthat","is.count"
"2350","assertthat","is.date"
"2351","assertthat","is.dir"
"2352","assertthat","is.error"
"2353","assertthat","is.flag"
"2354","assertthat","is.number"
"2355","assertthat","is.readable"
"2356","assertthat","is.scalar"
"2357","assertthat","is.string"
"2358","assertthat","is.time"
"2359","assertthat","is.writeable"
"2360","assertthat","noNA"
"2361","assertthat","not_empty"
"2362","assertthat","on_failure"
"2363","assertthat","on_failure<-"
"2364","assertthat","see_if"
"2365","assertthat","validate_that"
"2366","bit","all.bit"
"2367","bit","all.bitwhich"
"2368","bit","all.ri"
"2369","bit","any.bit"
"2370","bit","any.bitwhich"
"2371","bit","any.ri"
"2372","bit","as.bit"
"2373","bit","as.bit.bit"
"2374","bit","as.bit.bitwhich"
"2375","bit","as.bit.double"
"2376","bit","as.bit.integer"
"2377","bit","as.bit.logical"
"2378","bit","as.bit.ri"
"2379","bit","as.bitwhich"
"2380","bit","as.bit.which"
"2381","bit","as.bitwhich.bit"
"2382","bit","as.bitwhich.bitwhich"
"2383","bit","as.bitwhich.double"
"2384","bit","as.bitwhich.integer"
"2385","bit","as.bitwhich.logical"
"2386","bit","as.bitwhich.ri"
"2387","bit","as.bitwhich.which"
"2388","bit","as.double.bit"
"2389","bit","as.double.bitwhich"
"2390","bit","as.double.ri"
"2391","bit","as.integer.bit"
"2392","bit","as.integer.bitwhich"
"2393","bit","as.integer.ri"
"2394","bit","as.logical.bit"
"2395","bit","as.logical.bitwhich"
"2396","bit","as.logical.ri"
"2397","bit","as.which"
"2398","bit","as.which.bit"
"2399","bit","as.which.bitwhich"
"2400","bit","as.which.default"
"2401","bit","as.which.ri"
"2402","bit","bbatch"
"2403","bit","bit"
"2404","bit","==.bit"
"2405","bit","|.bit"
"2406","bit","!=.bit"
"2407","bit","!.bit"
"2408","bit","[<-.bit"
"2409","bit","[.bit"
"2410","bit","[[<-.bit"
"2411","bit","[[.bit"
"2412","bit","&.bit"
"2413","bit","bit_done"
"2414","bit","bit_init"
"2415","bit","bitwhich"
"2416","bit","==.bitwhich"
"2417","bit","|.bitwhich"
"2418","bit","!=.bitwhich"
"2419","bit","!.bitwhich"
"2420","bit","&.bitwhich"
"2421","bit","c.bit"
"2422","bit","c.bitwhich"
"2423","bit","chunk"
"2424","bit","chunk.default"
"2425","bit","clone"
"2426","bit","clone.default"
"2427","bit","clone.list"
"2428","bit","intisasc"
"2429","bit","intisdesc"
"2430","bit","intrle"
"2431","bit","is.bit"
"2432","bit","is.bitwhich"
"2433","bit","is.ri"
"2434","bit","is.sorted"
"2435","bit","is.sorted<-"
"2436","bit","keyorder"
"2437","bit","keysort"
"2438","bit","keysortorder"
"2439","bit","length<-.bit"
"2440","bit","length.bit"
"2441","bit","length<-.bitwhich"
"2442","bit","length.bitwhich"
"2443","bit","length.ri"
"2444","bit","max.bit"
"2445","bit","max.bitwhich"
"2446","bit","max.ri"
"2447","bit","mergeorder"
"2448","bit","mergesort"
"2449","bit","mergesortorder"
"2450","bit","min.bit"
"2451","bit","min.bitwhich"
"2452","bit","min.ri"
"2453","bit","na.count"
"2454","bit","na.count<-"
"2455","bit","nties"
"2456","bit","nties<-"
"2457","bit","nunique"
"2458","bit","nunique<-"
"2459","bit","nvalid"
"2460","bit","physical"
"2461","bit","physical<-"
"2462","bit","physical<-.default"
"2463","bit","physical.default"
"2464","bit","print.bit"
"2465","bit","print.bitwhich"
"2466","bit","print.physical"
"2467","bit","print.ri"
"2468","bit","print.virtual"
"2469","bit","quickorder"
"2470","bit","quicksort"
"2471","bit","quicksortorder"
"2472","bit","radixorder"
"2473","bit","radixsort"
"2474","bit","radixsortorder"
"2475","bit","ramorder"
"2476","bit","ramsort"
"2477","bit","ramsortorder"
"2478","bit","range.bit"
"2479","bit","range.bitwhich"
"2480","bit","range.ri"
"2481","bit","regtest.bit"
"2482","bit","repeat.time"
"2483","bit","repfromto"
"2484","bit","repfromto<-"
"2485","bit","rev.rlepack"
"2486","bit","ri"
"2487","bit","rlepack"
"2488","bit","rleunpack"
"2489","bit","setattr"
"2490","bit","setattributes"
"2491","bit","shellorder"
"2492","bit","shellsort"
"2493","bit","shellsortorder"
"2494","bit","still.identical"
"2495","bit","sum.bit"
"2496","bit","sum.bitwhich"
"2497","bit","summary.bit"
"2498","bit","summary.bitwhich"
"2499","bit","summary.ri"
"2500","bit","sum.ri"
"2501","bit","unattr"
"2502","bit","unique.rlepack"
"2503","bit","vecseq"
"2504","bit","virtual"
"2505","bit","virtual<-"
"2506","bit","virtual<-.default"
"2507","bit","virtual.default"
"2508","bit","xor"
"2509","bit","xor.bit"
"2510","bit","xor.bitwhich"
"2511","bit","xor.default"
"2512","caTools","base64decode"
"2513","caTools","base64encode"
"2514","caTools","colAUC"
"2515","caTools","combs"
"2516","caTools","cumsumexact"
"2517","caTools","EndRule"
"2518","caTools","LogitBoost"
"2519","caTools","predict.LogitBoost"
"2520","caTools","read.ENVI"
"2521","caTools","read.gif"
"2522","caTools","runmad"
"2523","caTools","runmax"
"2524","caTools","runmean"
"2525","caTools","runmin"
"2526","caTools","runquantile"
"2527","caTools","runsd"
"2528","caTools","sample.split"
"2529","caTools","sumexact"
"2530","caTools","trapz"
"2531","caTools","write.ENVI"
"2532","caTools","write.gif"
"2533","corrplot","colorlegend"
"2534","corrplot","corrMatOrder"
"2535","corrplot","corrplot"
"2536","corrplot","corrplot.mixed"
"2537","corrplot","corrRect"
"2538","corrplot","corrRect.hclust"
"2539","curl","curl"
"2540","curl","curl_download"
"2541","curl","curl_escape"
"2542","curl","curl_fetch_disk"
"2543","curl","curl_fetch_memory"
"2544","curl","curl_fetch_stream"
"2545","curl","curl_options"
"2546","curl","curl_unescape"
"2547","curl","curl_version"
"2548","curl","form_file"
"2549","curl","handle_cookies"
"2550","curl","handle_reset"
"2551","curl","handle_setform"
"2552","curl","handle_setheaders"
"2553","curl","handle_setopt"
"2554","curl","ie_get_proxy_for_url"
"2555","curl","ie_proxy_info"
"2556","curl","new_handle"
"2557","curl","parse_date"
"2558","curl","parse_headers"
"2559","data.table",":="
"2560","data.table","address"
"2561","data.table","alloc.col"
"2562","data.table","as.chron.IDate"
"2563","data.table","as.chron.ITime"
"2564","data.table","as.data.table"
"2565","data.table","as.IDate"
"2566","data.table","as.ITime"
"2567","data.table","as.xts.data.table"
"2568","data.table","between"
"2569","data.table","%between%"
"2570","data.table","chgroup"
"2571","data.table","%chin%"
"2572","data.table","chmatch"
"2573","data.table","chorder"
"2574","data.table","CJ"
"2575","data.table","copy"
"2576","data.table","data.table"
"2577","data.table","dcast"
"2578","data.table","dcast.data.table"
"2579","data.table","foverlaps"
"2580","data.table","frank"
"2581","data.table","frankv"
"2582","data.table","fread"
"2583","data.table","getNumericRounding"
"2584","data.table","haskey"
"2585","data.table","hour"
"2586","data.table","IDateTime"
"2587","data.table","is.data.table"
"2588","data.table","key"
"2589","data.table","key<-"
"2590","data.table","key2"
"2591","data.table","last"
"2592","data.table","like"
"2593","data.table","%like%"
"2594","data.table","mday"
"2595","data.table","melt"
"2596","data.table","melt.data.table"
"2597","data.table","month"
"2598","data.table","quarter"
"2599","data.table","rbindlist"
"2600","data.table","rleid"
"2601","data.table","rleidv"
"2602","data.table","set"
"2603","data.table","set2key"
"2604","data.table","set2keyv"
"2605","data.table","setattr"
"2606","data.table","setcolorder"
"2607","data.table","setDF"
"2608","data.table","setDT"
"2609","data.table","setkey"
"2610","data.table","setkeyv"
"2611","data.table","setnames"
"2612","data.table","setNumericRounding"
"2613","data.table","setorder"
"2614","data.table","setorderv"
"2615","data.table","shift"
"2616","data.table","SJ"
"2617","data.table","tables"
"2618","data.table","test.data.table"
"2619","data.table","timetaken"
"2620","data.table","transpose"
"2621","data.table","truelength"
"2622","data.table","tstrsplit"
"2623","data.table","uniqueN"
"2624","data.table","wday"
"2625","data.table","week"
"2626","data.table","yday"
"2627","data.table","year"
"2628","DBI","dbBegin"
"2629","DBI","dbCallProc"
"2630","DBI","dbClearResult"
"2631","DBI","dbColumnInfo"
"2632","DBI","dbCommit"
"2633","DBI","dbConnect"
"2634","DBI","dbDataType"
"2635","DBI","dbDisconnect"
"2636","DBI","dbDriver"
"2637","DBI","dbExistsTable"
"2638","DBI","dbFetch"
"2639","DBI","dbGetDBIVersion"
"2640","DBI","dbGetException"
"2641","DBI","dbGetInfo"
"2642","DBI","dbGetQuery"
"2643","DBI","dbGetRowCount"
"2644","DBI","dbGetRowsAffected"
"2645","DBI","dbGetStatement"
"2646","DBI","dbHasCompleted"
"2647","DBI","dbiCheckCompliance"
"2648","DBI","dbIsValid"
"2649","DBI","dbListConnections"
"2650","DBI","dbListFields"
"2651","DBI","dbListResults"
"2652","DBI","dbListTables"
"2653","DBI","dbQuoteIdentifier"
"2654","DBI","dbQuoteString"
"2655","DBI","dbReadTable"
"2656","DBI","dbRemoveTable"
"2657","DBI","dbRollback"
"2658","DBI","dbSendQuery"
"2659","DBI","dbSetDataMappings"
"2660","DBI","dbUnloadDriver"
"2661","DBI","dbWriteTable"
"2662","DBI","fetch"
"2663","DBI","isSQLKeyword"
"2664","DBI","isSQLKeyword.default"
"2665","DBI","make.db.names"
"2666","DBI","make.db.names.default"
"2667","DBI","print.list.pairs"
"2668","DBI","SQL"
"2669","DBI","SQLKeywords"
"2670","dplyr","%>%"
"2671","dplyr","%.%"
"2672","dplyr","add_rownames"
"2673","dplyr","anti_join"
"2674","dplyr","arrange"
"2675","dplyr","arrange_"
"2676","dplyr","as_data_frame"
"2677","dplyr","as.tbl"
"2678","dplyr","as.tbl_cube"
"2679","dplyr","bench_tbls"
"2680","dplyr","between"
"2681","dplyr","bind_cols"
"2682","dplyr","bind_rows"
"2683","dplyr","build_sql"
"2684","dplyr","chain"
"2685","dplyr","chain_q"
"2686","dplyr","changes"
"2687","dplyr","collapse"
"2688","dplyr","collect"
"2689","dplyr","combine"
"2690","dplyr","compare_tbls"
"2691","dplyr","compute"
"2692","dplyr","copy_lahman"
"2693","dplyr","copy_nycflights13"
"2694","dplyr","copy_to"
"2695","dplyr","count"
"2696","dplyr","count_"
"2697","dplyr","cumall"
"2698","dplyr","cumany"
"2699","dplyr","cume_dist"
"2700","dplyr","cummean"
"2701","dplyr","data_frame"
"2702","dplyr","data_frame_"
"2703","dplyr","db_analyze"
"2704","dplyr","db_begin"
"2705","dplyr","db_commit"
"2706","dplyr","db_create_index"
"2707","dplyr","db_create_table"
"2708","dplyr","db_data_type"
"2709","dplyr","db_drop_table"
"2710","dplyr","db_explain"
"2711","dplyr","db_has_table"
"2712","dplyr","db_insert_into"
"2713","dplyr","db_list_tables"
"2714","dplyr","db_query_fields"
"2715","dplyr","db_query_rows"
"2716","dplyr","db_rollback"
"2717","dplyr","db_save_query"
"2718","dplyr","dense_rank"
"2719","dplyr","desc"
"2720","dplyr","dim_desc"
"2721","dplyr","distinct"
"2722","dplyr","distinct_"
"2723","dplyr","do"
"2724","dplyr","do_"
"2725","dplyr","escape"
"2726","dplyr","eval_tbls"
"2727","dplyr","explain"
"2728","dplyr","failwith"
"2729","dplyr","filter"
"2730","dplyr","filter_"
"2731","dplyr","first"
"2732","dplyr","frame_data"
"2733","dplyr","full_join"
"2734","dplyr","funs"
"2735","dplyr","funs_"
"2736","dplyr","get_cluster"
"2737","dplyr","glimpse"
"2738","dplyr","group_by"
"2739","dplyr","group_by_"
"2740","dplyr","grouped_df"
"2741","dplyr","grouped_dt"
"2742","dplyr","group_indices"
"2743","dplyr","group_indices_"
"2744","dplyr","groups"
"2745","dplyr","group_size"
"2746","dplyr","has_cluster"
"2747","dplyr","has_lahman"
"2748","dplyr","id"
"2749","dplyr","ident"
"2750","dplyr","init_cluster"
"2751","dplyr","inner_join"
"2752","dplyr","intersect"
"2753","dplyr","is.grouped_df"
"2754","dplyr","is.grouped_dt"
"2755","dplyr","is.ident"
"2756","dplyr","is.sql"
"2757","dplyr","is.src"
"2758","dplyr","is.tbl"
"2759","dplyr","knit_print.trunc_mat"
"2760","dplyr","lag"
"2761","dplyr","lahman_df"
"2762","dplyr","lahman_dt"
"2763","dplyr","lahman_mysql"
"2764","dplyr","lahman_postgres"
"2765","dplyr","lahman_sqlite"
"2766","dplyr","lahman_srcs"
"2767","dplyr","last"
"2768","dplyr","lead"
"2769","dplyr","left_join"
"2770","dplyr","location"
"2771","dplyr","make_tbl"
"2772","dplyr","min_rank"
"2773","dplyr","mutate"
"2774","dplyr","mutate_"
"2775","dplyr","mutate_each"
"2776","dplyr","mutate_each_"
"2777","dplyr","mutate_each_q"
"2778","dplyr","n"
"2779","dplyr","n_distinct"
"2780","dplyr","n_groups"
"2781","dplyr","nth"
"2782","dplyr","ntile"
"2783","dplyr","nycflights13_postgres"
"2784","dplyr","nycflights13_sqlite"
"2785","dplyr","order_by"
"2786","dplyr","partial_eval"
"2787","dplyr","percent_rank"
"2788","dplyr","progress_estimated"
"2789","dplyr","query"
"2790","dplyr","rbind_all"
"2791","dplyr","rbind_list"
"2792","dplyr","regroup"
"2793","dplyr","rename"
"2794","dplyr","rename_"
"2795","dplyr","rename_vars"
"2796","dplyr","rename_vars_"
"2797","dplyr","right_join"
"2798","dplyr","row_number"
"2799","dplyr","rowwise"
"2800","dplyr","same_src"
"2801","dplyr","sample_frac"
"2802","dplyr","sample_n"
"2803","dplyr","select"
"2804","dplyr","select_"
"2805","dplyr","select_vars"
"2806","dplyr","select_vars_"
"2807","dplyr","semi_join"
"2808","dplyr","set_cluster"
"2809","dplyr","setdiff"
"2810","dplyr","setequal"
"2811","dplyr","show_query"
"2812","dplyr","slice"
"2813","dplyr","slice_"
"2814","dplyr","sql"
"2815","dplyr","sql_escape_ident"
"2816","dplyr","sql_escape_string"
"2817","dplyr","sql_infix"
"2818","dplyr","sql_join"
"2819","dplyr","sql_not_supported"
"2820","dplyr","sql_prefix"
"2821","dplyr","sql_quote"
"2822","dplyr","sql_select"
"2823","dplyr","sql_semi_join"
"2824","dplyr","sql_set_op"
"2825","dplyr","sql_subquery"
"2826","dplyr","sql_translator"
"2827","dplyr","sql_variant"
"2828","dplyr","src"
"2829","dplyr","src_desc"
"2830","dplyr","src_df"
"2831","dplyr","src_dt"
"2832","dplyr","src_local"
"2833","dplyr","src_mysql"
"2834","dplyr","src_postgres"
"2835","dplyr","src_sql"
"2836","dplyr","src_sqlite"
"2837","dplyr","src_tbls"
"2838","dplyr","src_translate_env"
"2839","dplyr","stop_cluster"
"2840","dplyr","summarise"
"2841","dplyr","summarise_"
"2842","dplyr","summarise_each"
"2843","dplyr","summarise_each_"
"2844","dplyr","summarise_each_q"
"2845","dplyr","summarize"
"2846","dplyr","summarize_"
"2847","dplyr","summarize_each"
"2848","dplyr","summarize_each_"
"2849","dplyr","tally"
"2850","dplyr","tbl"
"2851","dplyr","tbl_cube"
"2852","dplyr","tbl_df"
"2853","dplyr","tbl_dt"
"2854","dplyr","tbl_sql"
"2855","dplyr","tbl_vars"
"2856","dplyr","temp_srcs"
"2857","dplyr","tibble"
"2858","dplyr","top_n"
"2859","dplyr","translate_sql"
"2860","dplyr","translate_sql_q"
"2861","dplyr","transmute"
"2862","dplyr","transmute_"
"2863","dplyr","trunc_mat"
"2864","dplyr","type_sum"
"2865","dplyr","ungroup"
"2866","dplyr","union"
"2867","dplyr","with_order"
"2868","evaluate","create_traceback"
"2869","evaluate","evaluate"
"2870","evaluate","is.error"
"2871","evaluate","is.message"
"2872","evaluate","is.recordedplot"
"2873","evaluate","is.source"
"2874","evaluate","is.value"
"2875","evaluate","is.warning"
"2876","evaluate","new_output_handler"
"2877","evaluate","parse_all"
"2878","evaluate","replay"
"2879","evaluate","set_hooks"
"2880","evaluate","try_capture_stack"
"2881","evd","abvalog"
"2882","evd","abvamix"
"2883","evd","abvaneglog"
"2884","evd","abvbilog"
"2885","evd","abvct"
"2886","evd","abvevd"
"2887","evd","abvhr"
"2888","evd","abvlog"
"2889","evd","abvnegbilog"
"2890","evd","abvneglog"
"2891","evd","abvnonpar"
"2892","evd","amvalog"
"2893","evd","amvevd"
"2894","evd","amvlog"
"2895","evd","amvnonpar"
"2896","evd","bvcpp"
"2897","evd","bvdens"
"2898","evd","bvdp"
"2899","evd","bvh"
"2900","evd","bvpost.optim"
"2901","evd","bvqc"
"2902","evd","bvstart.vals"
"2903","evd","bvtcplot"
"2904","evd","ccbvevd"
"2905","evd","chiplot"
"2906","evd","clusters"
"2907","evd","dbvalog"
"2908","evd","dbvamix"
"2909","evd","dbvaneglog"
"2910","evd","dbvbilog"
"2911","evd","dbvct"
"2912","evd","dbvevd"
"2913","evd","dbvhr"
"2914","evd","dbvlog"
"2915","evd","dbvnegbilog"
"2916","evd","dbvneglog"
"2917","evd","dens"
"2918","evd","dextreme"
